"ProcedureCall","PackageName","Status","Methods","Modules","ReadObjects","WriteObjects","ObjectRefs","MappingFound"
"PKG_AD.P_GET_ALL_PAGES","PKG_AD","Confirmed Active","GetMenuPagesForAdminPanel","AD","T_MENU_PAGES; T_MENU; T_MENU_SUB","","M_ID; T_CURSOR; T_MENU_PAGES; T_MENU; T_MENU_SUB","True"
"PKG_AD.P_ADD_NEW_PAGE","PKG_AD","Confirmed Active","AddMenuPageForAdminPanel","AD","T_MENU_PAGES; DUAL","T_MENU_PAGES","M_ID; T_CURSOR; T_MENU_PAGES","True"
"PKG_AD.P_UPDATE_PAGE","PKG_AD","Confirmed Active","UpdateMenuPageForAdminPanel","AD","DUAL","T_MENU_PAGES","M_ID; T_CURSOR; T_MENU_PAGES","True"
"PKG_AD.P_UPDATE_ENTITY_COMP","PKG_AD","Confirmed Active","UpdateComplianceUnit","AD","T_AUDITEE_ENTITIES_MAPING_COM; DUAL","T_AUDITEE_ENTITIES","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM","True"
"PKG_AD.P_ADD_ANNEXURE","PKG_AD","Confirmed Active","AddAnnexure","AD","T_AUDIT_CHECKLIST_ANNEXURE; DUAL","T_AUDIT_CHECKLIST_ANNEXURE","T_CURSOR; T_AUDIT_CHECKLIST_ANNEXURE","True"
"PKG_AD.P_UPDATE_ANNEXURE","PKG_AD","Confirmed Active","UpdateAnnexure","AD","DUAL","T_AUDIT_CHECKLIST_ANNEXURE; T_AU_OBSERVATION; AIS_T_AU_POST_COMPLIANCE; T_AU_OLD_PARAS_FAD","T_CURSOR; T_AUDIT_CHECKLIST_ANNEXURE; T_AU_OBSERVATION; AIS_T_AU_POST_COMPLIANCE; T_AU_OLD_PARAS_FAD","True"
"PKG_AD.P_GET_ENTITY_FOR_PARA_RECONSILATION","PKG_AD","Confirmed Active","GetEntityForAuditReconsilition","AD","T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDITEE_ENTITIES","True"
"PKG_AD.P_ADD_BRANCH_RISK_RATING","PKG_AD","Confirmed Active","GenerateTraditionalRiskRatingofEngagement","AD","T_RISK_BRANCH_WISE; T_BRANCH_RISK_RATING; T_R_SUB_GROUP; T_R_GROUP; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDIT_CHECKLIST_DETAILS; SYSDATE; T_COSO_RATING; DUAL","T_RISK_BRANCH_WISE; T_BRANCH_RISK_RATING","T_CURSOR; T_RISK_BRANCH_WISE; T_BRANCH_RISK_RATING; T_R_SUB_GROUP; T_R_GROUP; V_ID; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDIT_CHECKLIST_DETAILS; T_COSO_RATING","True"
"PKG_AD.P_GET_TRADITIONAL_RISK_RATING","PKG_AD","Confirmed Active","ViewTraditionalRiskRatingofEngagement","AD","T_R_GROUP; T_R_SUB_GROUP; T_RISK_BRANCH_WISE","","T_CURSOR; T_R_GROUP; T_R_SUB_GROUP; T_RISK_BRANCH_WISE","True"
"PKG_AD.P_ADD_BRANCH_ANNEX_RISK_RATING","PKG_AD","Confirmed Active","GenerateAnnexureRiskRatingofEngagement","AD","","","","False"
"PKG_AD.P_GET_ANNEXURE_RISK_RATING","PKG_AD","Confirmed Active","ViewAnnexureRiskRatingofEngagement","AD","","","","False"
"PKG_AD.P_GET_NEW_RISK_MODEL ","PKG_AD","Confirmed Active","GetRiskRatingModelForBranchesWorking","AD","","","","False"
"PKG_AD.P_GET_COMPLIANCE_HIERARCHY ","PKG_AD","Confirmed Active","GetComplianceHierarchies","AD","","","","False"
"PKG_AD.P_ADD_COM_OFFICER","PKG_AD","Confirmed Active","AddComplianceHierarchy","AD","T_AUDITEE_ENTITIES_MAPING_COM; DUAL","T_AUDITEE_ENTITIES_MAPING_COM","T_CURSOR; T_AUDITEE_ENTITIES_MAPING_COM","True"
"PKG_AD.P_UPDATE_COM_OFFICER","PKG_AD","Confirmed Active","UpdateComplianceHierarchy","AD","T_AUDITEE_ENTITIES_MAPING_COM; DUAL","T_AUDITEE_ENTITIES_MAPING_COM; T_AUDITEE_ENTITIES","T_CURSOR; T_AUDITEE_ENTITIES_MAPING_COM; T_AUDITEE_ENTITIES","True"
"PKG_AD.P_GET_GM_OFFICE","PKG_AD","Confirmed Active","GetGMOffices","AD","T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDITEE_ENTITIES","True"
"PKG_AD.P_GET_RPT_OFFICE","PKG_AD","Confirmed Active","GetReportingOffices","AD","T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDITEE_ENTITIES","True"
"PKG_AD.P_UPDATE_GM_OFFICE_RELATIONSHIP","PKG_AD","Confirmed Active","UpdateGMOffice","AD","DUAL","T_AUDITEE_ENTITIES_MAPING","T_CURSOR; T_AUDITEE_ENTITIES_MAPING","True"
"PKG_AD.P_UPDATE_RPT_OFFICE_RELATIONSHIP","PKG_AD","Confirmed Active","UpdateReportingLine","AD","DUAL","T_AUDITEE_ENTITIES_MAPING","T_CURSOR; T_AUDITEE_ENTITIES_MAPING","True"
"PKG_AD.P_GET_LATEST_PARA_DETAILS","PKG_AD","Confirmed Active","GetAisPostComplianceDetails","AD","AIS_T_AU_POST_COMPLIANCE","","T_CURSOR; AIS_T_AU_POST_COMPLIANCE","True"
"PKG_AD.P_UPDATE_PARA_AIS_POST_COMPLIANCE","PKG_AD","Confirmed Active","UpdateAisPostCompliance","AD","DUAL","AIS_T_AU_POST_COMPLIANCE","T_CURSOR; AIS_T_AU_POST_COMPLIANCE","True"
"PKG_AD.P_GET_AUDIT_EMP","PKG_AD","Confirmed Active","GetAuditEmployees","AD","T_AUDIT_EMP","","T_CURSOR; T_AUDIT_EMP","True"
"PKG_AD.P_UPDATE_AUDIT_EMP","PKG_AD","Confirmed Active","UpdateAuditEmployee","AD","","","","False"
"PKG_AD.P_GET_AUDIT_MANPOWER","PKG_AD","Confirmed Active","GetAuditManpower","AD","T_AUDIT_EMP","","T_CURSOR; T_AUDIT_EMP","True"
"PKG_AD.P_UPDATE_AUDIT_MANPOWER","PKG_AD","Confirmed Active","UpdateAuditManpower","AD","","","","False"
"PKG_AD.P_GET_AUDIT_BUDGET","PKG_AD","Confirmed Active","GetAuditBudget","AD","","","","False"
"PKG_AD.P_UPDATE_AUDIT_BUDGET","PKG_AD","Confirmed Active","UpdateAuditBudget","AD","","","","False"
"PKG_AD.P_GET_HR_RANK","PKG_AD","Confirmed Active","GetHrRanks","AD","V_HR_RANK","","T_CURSOR; V_HR_RANK","True"
"PKG_AD.P_GET_HR_DESIGNATION","PKG_AD","Confirmed Active","GetHrDesignations","AD","V_HR_DESIGNATIONS","","T_CURSOR; V_HR_DESIGNATIONS","True"
"PKG_AD.P_GET_HR_POSTING","PKG_AD","Confirmed Active","GetHrPosting","AD","T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDITEE_ENTITIES","True"
"PKG_AD.P_GET_QUALIFICATION","PKG_AD","Confirmed Active","GetQualifications","AD","V_HR_QUALIFICATIONS","","T_CURSOR; V_HR_QUALIFICATIONS","True"
"PKG_AD.P_GET_QUALIFICATION_SPECIALIZATION","PKG_AD","Confirmed Active","GetQualificationSpecialization","AD","V_HR_QUALIFICATIONS","","T_CURSOR; V_HR_QUALIFICATIONS","True"
"PKG_AD.P_GET_CERTIFICATION","PKG_AD","Confirmed Active","GetCertifications","AD","V_HR_RANK","","T_CURSOR; V_HR_RANK","True"
"PKG_AD.P_GET_GL_HEADS","PKG_AD","Confirmed Active","GetGLHeads","AD","","","","False"
"PKG_AD.P_INSERT_PUBLIC_HOLIDAY","PKG_AD","Confirmed Active","AddPublicHoliday","AD","DATE; TBL_PUBLIC_HOLIDAYS","TBL_PUBLIC_HOLIDAYS","V_YEAR; V_COUNT; TBL_PUBLIC_HOLIDAYS","True"
"PKG_AD.P_GET_PUBLIC_HOLIDAYS","PKG_AD","Confirmed Active","GetAllPublicHolidays","AD","TBL_PUBLIC_HOLIDAYS","","TBL_PUBLIC_HOLIDAYS","True"
"PKG_AD.P_GET_PUBLIC_HOLIDAY_DAY","PKG_AD","Confirmed Active","CheckIfHolidayOrWeekend","AD","TBL_PUBLIC_HOLIDAYS","","TBL_PUBLIC_HOLIDAYS","True"
"PKG_AD.P_GET_VERSION_HISTORY","PKG_AD","Confirmed Active","GetAllVersionHistory","AD","T_IAS_VERSION_HISTORY","","T_IAS_VERSION_HISTORY","True"
"PKG_AD.P_ADD_VERSION_HISTORY","PKG_AD","Confirmed Active","AddVersionHistory","AD","","T_IAS_VERSION_HISTORY; AN","T_IAS_VERSION_HISTORY","True"
"PKG_AD.P_UPDATE_VERSION_HISTORY","PKG_AD","Confirmed Active","UpdateVersionHistory","AD","","T_IAS_VERSION_HISTORY","T_IAS_VERSION_HISTORY","True"
"PKG_AD.P_GET_USER_ENTITIES","PKG_AD","Low-Confidence / Needs Verification","GetUserEntities","AD","T_USER_ENTITIES; T_AUDITEE_ENTITIES; T_GROUPS","","T_USER_ENTITIES; T_AUDITEE_ENTITIES; T_GROUPS","True"
"PKG_AD.P_GET_ROLE_DASHBOARD_PAGES","PKG_AD","Confirmed Active","GetRoleDashboardPages","AdminCatalog","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES","","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES","True"
"PKG_AD.P_GET_ROLE_DASHBOARD_CONFIG","PKG_AD","Confirmed Active","GetRoleDashboardConfig","AdminCatalog","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES","","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES","True"
"PKG_AD.P_GET_DASHBOARD_QUICK_LINKS","PKG_AD","Confirmed Active","GetDashboardQuickLinks","AdminCatalog","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES; T_USER_GROUP_MAP","","V_COUNT; T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES; T_USER_GROUP_MAP","True"
"PKG_AD.P_MAINT_ROLE_DASHBOARD_PAGE","PKG_AD","Confirmed Active","MaintainRoleDashboardPage","AdminCatalog","","T_ROLE_DASHBOARD_PAGES","T_ROLE_DASHBOARD_PAGES","True"
"PKG_AD.P_GET_API_MASTER","PKG_AD","Confirmed Active","GetApiMasterList","AdminCatalog","T_AU_API_MASTER","","T_AU_API_MASTER","True"
"PKG_AD.P_GET_ALL_CONTROLLER","PKG_AD","Confirmed Active","GetApiMasterControllerNames","AdminCatalog","T_AU_API_MASTER","","T_AU_API_MASTER","True"
"PKG_AD.P_CHECK_API_UNIQUE","PKG_AD","Confirmed Active","ApiPathExists","AdminCatalog","T_AU_API_MASTER","","T_AU_API_MASTER","True"
"PKG_AD.P_MAINT_API_MASTER","PKG_AD","Confirmed Active","MaintainApiMaster","AdminCatalog","","T_AU_API_MASTER","T_AU_API_MASTER","True"
"PKG_AE.P_GETCOSORISKS","PKG_AE","Confirmed Active","GetCOSORisks","AE","T_COSO_RISK","","T_CURSOR; T_COSO_RISK","True"
"PKG_AE.P_GETASSIGNEDOBSERVATIONS","PKG_AE","Confirmed Active","GetAssignedObservations","AE","T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_TEXT","","T_CURSOR; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_TEXT","True"
"PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH","PKG_AE","Low-Confidence / Needs Verification","GetAssignedObservationsForBranch","AE","T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_STATUS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; T_CONTROL_VIOLATION_SUB; T_AU_PLAN_ENG; T_AU_PERIOD; T_AU_OBSERVATIONS_AUDITEE_RESPONSE","","T_CURSOR; V_NAME; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_STATUS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; V_CAT_ID; T_CONTROL_VIOLATION_SUB; V_CAT_NATURE_ID; T_AU_PLAN_ENG; T_AU_PERIOD; T_AU_OBSERVATIONS_AUDITEE_RESPONSE","True"
"PKG_AE.P_GETOBSERVATIONTEXT","PKG_AE","Confirmed Active","GetObservationText","AE","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION","T_AU_ACTIVITY_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION","True"
"PKG_AR.P_GETOBSERVATIONSAUDITEERESPONSE","PKG_AR","Confirmed Active","GetObservationText","AE","T_AU_OBSERVATIONS_AUDITEE_RESPONSE","","T_CURSOR; T_AU_OBSERVATIONS_AUDITEE_RESPONSE","True"
"PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES","PKG_AR","Confirmed Active","GetObservationText","AE","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES; T_CURSOR","True"
"PKG_AE.P_GETOBSERVATIONRESPONSIBLE","PKG_AE","Confirmed Active","GetObservationPrintResponsibilities; GetObservationResponsiblePPNOs","AE; ObservationPdf","V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO","","T_CURSOR; V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO","True"
"PKG_AE.P_GETPARACOMPLIANCERESPONSIBLE","PKG_AE","Likely Active","GetOldParasObservationResponsiblePPNOs","AE","V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO","","T_CURSOR; V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO","True"
"PKG_AE.P_GETPOSTAUDITCOMPLIANCE_EVIDENCE","PKG_AE","Likely Active","GetOldParasEvidences; GetOldParasEvidencesTEMP","AE","AIS_T_AU_POST_COMPLIANCE_EVIDENCE","","T_CURSOR; AIS_T_AU_POST_COMPLIANCE_EVIDENCE","True"
"PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE","PKG_AE","Confirmed Active","ResponseAuditObservation","AE","T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE","T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION","True"
"PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES","PKG_AE","Confirmed Active","ResponseAuditObservation","AE","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES; HERE","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","True"
"PKG_AE.P_GETAUDITEEOLDPARASENTITIESFAD","PKG_AE","Likely Active","GetAuditeeOldParasEntities","AE","T_AU_ACTIVITY_LOG; V_GET_P_GETAUDITEEOLDPARASENTITIESFAD","T_AU_ACTIVITY_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; V_GET_P_GETAUDITEEOLDPARASENTITIESFAD","True"
"PKG_AE.P_GETAUDITEEOLDPARAS","PKG_AE","Confirmed Active","GetAuditeeOldParas","AE","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; T_CONTROL_VIOLATION_SUB; T_COSO_RISK","T_AU_ACTIVITY_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; V_NAME; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; V_CAT_ID; T_CONTROL_VIOLATION_SUB; V_CAT_NATURE_ID; T_COSO_RISK","True"
